"","Id","SalePrice","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorch","MSZoning","LotShape","LandContour","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","Electrical","KitchenQual","Functional","GarageType","GarageFinish","GarageCond","PavedDrive","SaleCondition"
"308",308,89500,-0.163053597432097,-0.26017023892109,-0.0718115086600481,1.2802465702892,-1.69744631665199,-1.68878984799844,-0.572637289211919,-0.972684900323611,-0.561798993985904,-1.68320148146051,-0.330136472965956,0.0549964956986922,-0.208311674580589,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-1.67301030181686,-2.36462972610238,-2.2122049892375,-0.751918199272585,1.46914521502022,-0.359201822854257,-0.270115801243134,"RM","IR1","Lvl","Gtl","IDOTRR","Artery","1Fam","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","Fa","CBlock","TA","TA","No","Unf","TA","Y","FuseA","Fa","Typ",NA,NA,NA,"N","Normal"
"309",309,82500,-0.635860453938277,0.182859780816695,-1.51794671753826,-0.517022653386024,-1.03525833724974,-1.68878984799844,-0.572637289211919,-0.398247064995383,0.0718759089375147,-0.44774804658871,-0.780228348310209,-0.794890864438069,-1.24545790723277,-0.819683507644112,-1.02568939177634,-0.761359798323593,-2.28792423326657,-0.211381153187867,-1.54904553486459,-0.950900669936958,-0.709046538629115,0.31161787088171,0.308785631629834,0.508665172517497,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Edwards","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","CBlock","TA","TA","No","BLQ","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"310",310,360000,-0.872263882191367,0.186466538100856,2.09739130465727,-0.517022653386024,1.05063379786737,0.926804046709191,-0.572637289211919,1.82057388673044,0.123927775963367,1.91146653845245,2.0212055654704,-0.794890864438069,0.815513413798999,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.911897317042156,3.70266908908413,0.992065984643381,1.64974166937376,1.09922610459195,0.907583961058662,1.93702717364427,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Ex","TA","Gd","GLQ","Ex","Y","SBrkr","Ex","Typ","Attchd","Fin","TA","Y","Normal"
"311",311,165600,0.0733498308209929,-0.283714348970475,-0.0718115086600481,-0.517022653386024,0.719539808166239,0.442434806948519,0.045920983538173,0.163035705401664,-0.878636445447614,-0.821575285184605,-1.20445287449675,1.04691354944321,-0.0275247165953454,-0.819683507644112,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,0.587039193388025,0.31161787088171,-0.24779671323698,0.763973197183842,0.246614936034805,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Gilbert","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","PConc","Gd","TA","No","ALQ","Gd","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"312",312,132000,-0.872263882191367,-0.252155222734065,-0.0718115086600481,0.38161195845159,-0.770383145488835,0.829930198757056,-0.572637289211919,0.518222458543545,-0.622903359624948,-0.194730830221977,-0.493100772659565,-0.794890864438069,-1.03422261948159,1.10743069712304,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.933809821887902,0.600289249736739,-1.23558136726108,-1.02650592761034,-1.08968597438006,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"313",313,119900,3.14659439811116,-0.272192763201627,-0.794879113099154,1.2802465702892,-1.06836773621985,-1.68878984799844,-0.572637289211919,0.138918086361166,-0.636482107544736,-0.602749584543106,-0.956126322582676,-0.0503803737522269,-0.756381610367431,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.933809821887902,0.600289249736739,-1.6001054793909,0.31161787088171,-0.294568338856041,-0.751918199272585,-0.704241947620518,-0.359201822854257,4.59022427424271,"RM","Reg","Lvl","Gtl","OldTown","Artery","2fmCon","1.5Fin","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","Gd","TA","Mn","Rec","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"314",314,375000,-0.872263882191367,20.5112451482649,0.651256095779058,-0.517022653386024,-0.207523362996918,-0.962235988357428,-0.572637289211919,1.73725847549963,-1.10268578612411,2.4585307900562,2.25918517772139,-0.794890864438069,0.990591309953129,3.0345449018902,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.911897317042156,2.15147916941044,-0.547035822126973,0.31161787088171,0.187179405020278,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR3","Low","Sev","Timber","Norm","1Fam","1Story","Hip","CompShg","BrkFace","BrkFace","None","TA","TA","CBlock","Gd","TA","Gd","ALQ","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","Y","Normal"
"315",315,178000,0.309753259074083,-0.0918548989935732,0.651256095779058,1.2802465702892,-1.53189932180143,0.248687111044251,-0.572637289211919,-0.937604727173796,0.32760899476018,-0.750912819352454,-0.855243660867584,1.05836755699223,0.238898168856592,-0.819683507644112,-1.02568939177634,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,-2.1671429871484,0.31161787088171,0.341525769563176,-0.751918199272585,-0.704241947620518,3.46938554057282,-0.270115801243134,"RM","Reg","Lvl","Gtl","OldTown","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","BrkTil","TA","Gd","No","LwQ","Ex","Y","SBrkr","Ex","Typ","Detchd","Unf","TA","Y","Normal"
"316",316,188500,0.0733498308209929,-0.272693701713316,0.651256095779058,-0.517022653386024,1.08374319683748,0.975240970685258,-0.572637289211919,-0.0408678010316386,-0.625166484278246,-0.778266031932642,-1.15530491109709,0.845323016580586,-0.158833138710943,1.10743069712304,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,-0.318574108911216,0.600289249736739,1.03256866376892,0.31161787088171,-0.191670762494108,0.0459193778097454,0.0654993391480771,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Gilbert","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"317",317,260000,0.0733498308209929,0.249284227466662,0.651256095779058,1.2802465702892,0.289117621554773,-0.235682128716421,0.962712709221345,0.544532588405907,-0.93747768643336,-0.484218996695627,-0.0249017529049105,1.95407094732504,1.59384884344073,1.10743069712304,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,2.14236874299553,0.600289249736739,0.182012402132669,0.31161787088171,0.0515416907250039,1.54585402272453,2.23888650178882,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NWAmes","Norm","1Fam","2Story","Gable","CompShg","CemntBd","CmentBd","BrkFace","Gd","TA","CBlock","Gd","TA","No","GLQ","TA","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","Y","Normal"
"318",318,270000,0.0733498308209929,-0.151967520396258,1.37432370021816,-0.517022653386024,1.1499619947777,1.02367789466132,-0.572637289211919,-0.972684900323611,1.1785438644002,0.0696835580531684,-0.193039522430063,1.20039725059999,0.844058722954564,-0.819683507644112,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,0.911897317042156,0.600289249736739,1.11357402201999,1.64974166937376,2.58188663671615,0.907583961058662,-0.00996549288805968,-0.359201822854257,-0.270115801243134,"FV","Reg","Lvl","Gtl","Somerst","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"319",319,260000,0.0733498308209929,-0.0617985882922309,0.651256095779058,-0.517022653386024,0.719539808166239,0.393997882972452,0.84121019135972,1.19132328085563,-0.46901088320069,0.66005706290888,0.541593193649063,2.12359025905043,2.15143388227943,1.10743069712304,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,1.52713303001884,0.600289249736739,0.587039193388025,1.64974166937376,0.856013651372837,1.96072956280734,0.201336036813123,1.99685193925472,-0.270115801243134,"RL","Reg","Low","Mod","NoRidge","Norm","1Fam","2Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","Gd","TA","PConc","Gd","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"320",320,187500,0.546156687327173,0.360492577061628,0.651256095779058,-0.517022653386024,0.289117621554773,-0.235682128716421,0.670002098009248,1.29875631112694,-0.52332587487984,0.717042922450937,0.80026668522622,-0.794890864438069,-0.0827123142961038,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,2.15147916941044,0.0605043647560616,0.31161787088171,0.537966597163228,1.10704335532924,0.020220439926395,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NWAmes","Norm","1Fam","SLvl","Gable","CompShg","Plywood","Plywood","BrkFace","TA","TA","CBlock","Gd","TA","Av","GLQ","TA","Y","SBrkr","TA","Typ","Attchd","Unf","TA","Y","Normal"
"321",321,342643,0.0733498308209929,0.575295010873888,2.09739130465727,-0.517022653386024,1.1499619947777,1.02367789466132,1.47081414755178,-0.972684900323611,1.54290693358117,0.436672493504016,0.22342479900916,2.29081876926602,2.05628285176088,-0.819683507644112,2.60462942517749,1.22716489855019,1.38954664442428,-0.211381153187867,1.52713303001884,-0.950900669936958,1.11357402201999,1.64974166937376,1.71661156276354,1.16289198572501,1.62007487909249,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NridgHt","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","Stone","TA","TA","PConc","Ex","Gd","Av","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Partial"
"322",322,354000,0.0733498308209929,0.158514169148608,1.37432370021816,-0.517022653386024,1.08374319683748,0.926804046709191,1.57022529852947,1.15405059688395,-0.908057065940487,0.179096408373918,-0.0688762464730272,2.25645674661898,1.81269621363339,1.10743069712304,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,2.14236874299553,0.600289249736739,1.03256866376892,1.64974166937376,1.86628076474453,0.716102942558903,1.62007487909249,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Ex","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","BuiltIn","Fin","TA","Y","Normal"
"323",323,301000,0.0733498308209929,-0.0137084911700833,0.651256095779058,-0.517022653386024,0.48777401537545,0.103376339116049,0.377291486797151,-0.911294597311434,-1.28373575838794,1.01336939206963,1.00979221340372,1.90138251259958,2.31128761355059,1.10743069712304,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,0.911897317042156,0.600289249736739,0.344023118634811,0.31161787088171,0.481840646420356,0.851735330662899,0.744682827473308,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","SawyerW","Norm","1Fam","2Story","Gable","CompShg","Plywood","Plywood","BrkFace","Gd","TA","CBlock","TA","TA","Gd","LwQ","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"324",324,126175,-0.872263882191367,-0.470564413830486,-2.24101432197737,2.17888118212682,-0.538617352698045,0.975240970685258,-0.572637289211919,-0.411402129926564,0.766655177499978,0.238361702297657,0.000965596252805205,-0.794890864438069,-0.670745682900737,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-0.952062613382329,-1.02650592761034,-1.18322922561818,0.381011160184324,0.774868760287763,-0.359201822854257,-0.270115801243134,"RM","Reg","Lvl","Gtl","OldTown","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","None","TA","Gd","CBlock","TA","TA","No","ALQ","Ex","Y","SBrkr","TA","Typ","Attchd","Unf","TA","Y","Normal"
"325",325,242000,0.546156687327173,0.0759595024222545,0.651256095779058,1.2802465702892,-0.141304565056692,1.07211481863739,1.08421522708297,-0.972684900323611,0.323082745453584,-0.791942638222735,1.90221575934491,1.67917476614873,2.78323672492259,-0.819683507644112,0.789470016700575,1.22716489855019,2.61537027032123,-0.211381153187867,2.75760445597221,0.600289249736739,-0.709046538629115,0.31161787088171,0.425714695677484,1.16289198572501,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","PosN","1Fam","SLvl","Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace","Gd","Gd","CBlock","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","BuiltIn","Fin","TA","Y","Normal"
"326",326,87000,-0.281255311558642,-0.552718329747488,-0.794879113099154,0.38161195845159,-1.00214893827962,-1.68878984799844,-0.572637289211919,-0.718353644987449,0.0831915322040043,-0.769148294405913,-0.93025897342496,-0.794890864438069,-1.35583310263429,-0.819683507644112,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.933809821887902,-0.950900669936958,-1.51910012113983,0.31161787088171,-0.528426466951341,-0.751918199272585,-0.704241947620518,3.63300038516372,-0.270115801243134,"RM","Reg","Lvl","Gtl","IDOTRR","RRAe","1Fam","1.5Unf","Gable","CompShg","MetalSd","MetalSd","None","TA","TA","CBlock","TA","TA","Av","BLQ","Po","N","FuseF","TA","Typ","Detchd","Unf","TA","Y","Normal"
"327",327,324000,1.49177040033953,0.0329789781193351,1.37432370021816,-0.517022653386024,0.719539808166239,0.393997882972452,-0.572637289211919,2.57699012027334,-1.05742329305815,1.50800665289469,1.4391902094218,-0.794890864438069,0.387333776465529,3.0345449018902,-1.02568939177634,1.22716489855019,-2.28792423326657,-0.211381153187867,-0.318574108911216,2.15147916941044,0.587039193388025,0.31161787088171,9.29025440378364e-05,0.221443644767858,-0.251452955403697,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Veenker","Norm","TwnhsE","1Story","Gable","CompShg","BrkFace","BrkFace","None","Gd","TA","PConc","Gd","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"328",328,145250,-0.872263882191367,0.108520505682042,-0.0718115086600481,-0.517022653386024,-0.373070357847482,-1.20442060823776,0.3938600119601,0.266083714029247,0.56750020800976,0.742116700649442,0.57004727772255,-0.794890864438069,-0.252081148619121,-0.819683507644112,-1.02568939177634,1.22716489855019,0.163723018527333,-0.211381153187867,0.29666160406547,-0.950900669936958,-0.749549217754651,-1.02650592761034,-0.846473521160949,-0.751918199272585,-0.025058459295287,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","TA","No","Rec","TA","Y","SBrkr","TA","Typ","Attchd","RFn","TA","Y","Normal"
"329",329,214500,0.427954973200628,0.137374563955331,-0.0718115086600481,0.38161195845159,-1.82988391253244,0.442434806948519,-0.572637289211919,-0.972684900323611,0.626341448995506,-0.486498431077309,0.730424842500388,0.783471375815916,1.17708732976949,-0.819683507644112,0.789470016700575,-0.761359798323593,2.61537027032123,-0.211381153187867,2.14236874299553,-0.950900669936958,-1.96462959152072,0.31161787088171,-0.149576299436954,-0.751918199272585,0.201336036813123,4.02567601218189,-0.270115801243134,"RL","IR1","Bnk","Gtl","BrkSide","PosN","1Fam","2.5Unf","Gable","CompShg","Wd Sdng","Wd Shng","None","TA","TA","BrkTil","TA","TA","No","Unf","Gd","N","FuseA","Gd","Typ","Detchd","Unf","TA","Y","Normal"
"330",330,78000,0.309753259074083,-0.412255171069882,-0.794879113099154,-0.517022653386024,-1.69744631665199,-1.68878984799844,-0.572637289211919,-0.972684900323611,0.0650865349776209,-1.05179815773452,-1.46571310098967,0.570426835404275,-0.615558085199978,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-2.36965638277608,-1.02650592761034,-1.32822126503727,-0.751918199272585,-0.704241947620518,1.88232154804109,-0.270115801243134,"RM","Reg","Lvl","Gtl","IDOTRR","Norm","1Fam","2Story","Gable","CompShg","Wd Sdng","Wd Shng","None","TA","TA","PConc","TA","TA","Mn","Unf","TA","N","SBrkr","TA","Typ","Detchd","Unf","Fa","N","Normal"
"331",331,119000,0.782560115580263,0.0107373082003418,-0.794879113099154,-1.41565726522364,-0.240632761967031,-1.0106729123335,-0.10871858464935,-0.884984467449073,1.9389537479083,1.52852156232983,1.46247082366374,-0.794890864438069,0.404460961958867,-0.819683507644112,0.789470016700575,-0.761359798323593,3.84119389621818,4.32709654761045,2.14236874299553,-0.950900669936958,0.951563305517846,-1.02650592761034,-0.565843767446589,0.484730045205027,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NAmes","Norm","Duplex","1Story","Gable","CompShg","HdBoard","HdBoard","BrkFace","TA","TA","CBlock","TA","TA","No","GLQ","TA","Y","SBrkr","TA","Typ","Detchd","Unf","TA","Y","Normal"
"332",332,139000,-0.872263882191367,-0.234522187122611,-0.794879113099154,0.38161195845159,-0.439289155787707,0.345560958996385,-0.572637289211919,0.88217925497288,-0.808479581195378,-0.00325834216066477,-0.275815039734753,-0.794890864438069,-0.874368888210432,1.10743069712304,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-0.830554576005722,-1.02650592761034,-0.771638920170453,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","TA","TA","CBlock","TA","TA","No","Rec","Fa","Y","SBrkr","TA","Typ","Attchd","RFn","TA","Y","Normal"
"333",333,284000,-0.872263882191367,0.0138431269728138,1.37432370021816,-0.517022653386024,1.05063379786737,0.926804046709191,1.06212386019904,1.49169726345092,2.34405306084863,4.89752557845625,1.20638406700236,-0.794890864438069,0.21606192153214,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,0.600289249736739,0.992065984643381,1.64974166937376,1.90369806523978,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","No","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"334",334,207000,1.49177040033953,-0.23231805767118,0.651256095779058,-0.517022653386024,1.08374319683748,0.926804046709191,0.233697602051594,0.605922891418084,0.160137770416134,0.685130841107385,0.505378904828261,-0.794890864438069,-0.299656663878396,1.10743069712304,0.789470016700575,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.318574108911216,0.600289249736739,1.03256866376892,0.31161787088171,0.0515416907250039,0.779929948725489,-0.251452955403697,-0.359201822854257,-0.270115801243134,"RM","Reg","Lvl","Gtl","NridgHt","Norm","TwnhsE","1Story","Gable","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"335",335,192000,0.0733498308209929,-0.14775963689807,-0.0718115086600481,-0.517022653386024,0.885086803016803,0.636182502852788,-0.572637289211919,0.842714060179338,-1.02347642325868,-0.260834427290763,-0.56811608521694,0.797216184874731,0.233189107025479,1.10743069712304,0.789470016700575,1.22716489855019,0.163723018527333,-0.211381153187867,0.29666160406547,2.15147916941044,0.789552589015703,0.31161787088171,-0.00458426001786817,0.0459193778097454,-0.130709224145879,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","Gilbert","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","TA","TA","PConc","Gd","TA","Gd","GLQ","Gd","Y","SBrkr","TA","Typ","Attchd","Fin","TA","Y","Normal"
"336",336,228950,3.14659439811116,15.4432502255069,-0.794879113099154,0.38161195845159,-0.207523362996918,-0.962235988357428,-0.572637289211919,1.76576111618386,-1.05063391909826,1.00653108892459,1.18051671784464,-0.412327012301036,0.514836157360384,3.0345449018902,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,2.15147916941044,-0.547035822126973,0.31161787088171,0.262014006010774,4.59359356717903,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","IR1","HLS","Sev","Timber","Norm","2fmCon","1.5Fin","Gable","CompShg","Plywood","Plywood","None","TA","TA","CBlock","TA","TA","Gd","ALQ","Ex","Y","SBrkr","TA","Typ","Attchd","Fin","TA","Y","Normal"
"337",337,377426,-0.872263882191367,0.364700460559816,2.09739130465727,-0.517022653386024,1.11685259580759,1.02367789466132,0.531931054984674,1.76576111618386,0.239347133281561,1.97073183237619,1.96429739732343,-0.794890864438069,0.773646960370838,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.911897317042156,0.600289249736739,1.07307134289445,1.64974166937376,0.949556902610957,0.668232687933963,0.0654993391480771,-0.359201822854257,-0.270115801243134,"RL","IR1","HLS","Gtl","StoneBr","Norm","1Fam","1Story","Hip","CompShg","VinylSd","VinylSd","Stone","Gd","TA","PConc","Ex","TA","Gd","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"338",338,214000,-0.872263882191367,-0.138442180580654,0.651256095779058,-0.517022653386024,1.01752439889725,0.878367122733124,0.051443825259156,0.803248865385796,0.359292739906351,1.09087016104683,0.965817719835601,-0.794890864438069,0.039081004767639,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.29666160406547,-0.950900669936958,0.951563305517846,0.31161787088171,0.276045493696492,0.779929948725489,0.412637566514306,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","CollgCr","Norm","1Fam","1Story","Gable","CompShg","VinylSd","VinylSd","BrkFace","Gd","TA","PConc","Gd","TA","Av","GLQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"339",339,202500,-0.872263882191367,0.363498208131762,0.651256095779058,1.2802465702892,0.421555217435224,0.636182502852788,-0.572637289211919,-0.505680095266693,0.968073271643493,0.343215683855043,1.18569018767618,-0.794890864438069,0.200837756649172,1.10743069712304,0.789470016700575,-0.761359798323593,0.163723018527333,-0.211381153187867,0.911897317042156,-0.950900669936958,0.222515081258204,0.31161787088171,-0.15425346199886,0.109746383976332,-0.025058459295287,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NWAmes","Norm","1Fam","1Story","Gable","CompShg","Wd Sdng","Wd Sdng","None","Gd","TA","CBlock","Gd","TA","Mn","ALQ","Ex","Y","SBrkr","Gd","Typ","Attchd","RFn","TA","Y","Normal"
"340",340,155000,-0.872263882191367,0.188670667552288,-0.0718115086600481,1.2802465702892,-0.439289155787707,0.636182502852788,0.399382853681083,0.309933930466516,0.14203277318975,0.359171724526819,0.135475811872927,-0.794890864438069,-0.571788611161446,-0.819683507644112,-1.02568939177634,-0.761359798323593,0.163723018527333,-0.211381153187867,-0.318574108911216,-0.950900669936958,-0.830554576005722,-1.02650592761034,-0.823087708351419,-0.751918199272585,-0.704241947620518,-0.359201822854257,3.92663540784797,"RL","IR1","Lvl","Gtl","NAmes","Feedr","1Fam","1Story","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","TA","TA","CBlock","TA","Fa","No","Rec","TA","Y","FuseA","TA","Typ","Attchd","Unf","TA","Y","Normal"
"341",341,202900,0.0733498308209929,0.368106842439302,1.37432370021816,-0.517022653386024,1.01752439889725,0.829930198757056,-0.572637289211919,-0.972684900323611,0.904705781351151,-0.206128002130388,-0.438779339428362,1.3011925170313,0.747004671825644,-0.819683507644112,0.789470016700575,1.22716489855019,1.38954664442428,-0.211381153187867,1.52713303001884,-0.950900669936958,0.951563305517846,0.31161787088171,-0.196347925056014,0.325162529788561,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","Timber","Norm","1Fam","2Story","Gable","CompShg","VinylSd","VinylSd","None","Gd","TA","PConc","Gd","TA","No","Unf","Ex","Y","SBrkr","Gd","Typ","Attchd","Fin","TA","Y","Normal"
"342",342,82000,-0.872263882191367,-0.212080141798942,-1.51794671753826,-1.41565726522364,-0.704164347548609,-1.68878984799844,-0.572637289211919,-0.972684900323611,0.347977116639862,-0.76686886002423,-0.83196304662564,-0.794890864438069,-1.28351831944019,-0.819683507644112,-1.02568939177634,-0.761359798323593,-1.06210060736962,-0.211381153187867,-1.54904553486459,-0.950900669936958,-1.15457600901001,-1.02650592761034,-0.837119196037137,1.24267574343324,-0.704241947620518,0.0334738041639055,-0.270115801243134,"RH","Reg","Lvl","Gtl","SawyerW","Feedr","1Fam","1Story","Gable","CompShg","Wd Sdng","AsbShng","None","Fa","Fa","CBlock","TA","Fa","No","Unf","Gd","Y","SBrkr","TA","Typ","CarPort","Unf","TA","N","Normal"
"343",343,87500,0.782560115580263,-0.197653112662298,-2.24101432197737,-1.41565726522364,-0.737273746518722,-1.68878984799844,1.30512889592229,-0.972684900323611,-1.28373575838794,-2.41034104921716,-0.317202798387098,-0.794890864438069,-0.904817217976368,-0.819683507644112,0.789470016700575,-0.761359798323593,-1.06210060736962,4.32709654761045,-0.318574108911216,-0.950900669936958,-1.19507868813554,0.31161787088171,-0.341339964475101,-0.751918199272585,-0.704241947620518,-0.359201822854257,-0.270115801243134,"RL","Reg","Lvl","Gtl","NAmes","Norm","Duplex","1Story","Gable","CompShg","Stucco","Stucco","BrkFace","TA","TA","Slab",NA,NA,NA,NA,"Fa","N","FuseA","TA","Typ","Detchd","Unf","TA","Y","Normal"
"344",344,266000,1.49177040033953,-0.167095863449267,2.09739130465727,-0.517022653386024,1.11685259580759,0.975240970685258,2.82943321091359,-0.911294597311434,2.46399866747342,1.42822644953581,1.34865448736979,-0.794890864438069,0.320728055102544,-0.819683507644112,0.789470016700575,-0.761359798323593,-1.06210060736962,-0.211381153187867,-0.318574108911216,0.600289249736739,1.07307134289445,0.31161787088171,0.425714695677484,3.19737780728495,0.382451633699852,-0.359201822854257,-0.270115801243134,"RL","IR1","Lvl","Gtl","NridgHt","Norm","TwnhsE","1Story","Hip","CompShg","MetalSd","MetalSd","BrkFace","Ex","TA","PConc","Ex","TA","No","GLQ","Ex","Y","SBrkr","Ex","Typ","Attchd","RFn","TA","Y","Normal"
